Category,Company_Name,Job_Title,Job_Role,Job_Mode,City,Country,Salary,Posted_on,Job_url,MAYA,3DS,BLENDER,RPG,HOUDINI,ZBRUSH,SUBSTANCE,JAVA,JAVASCRIPT,PYTHON,C++,C#,UNITY,UNREAL,CRYENGINE,GODOT,SQL,MONGODB,NOSQL,S3,DYNAMODB,GAMEPLAY,PIPELINE,ARCHITECTURE,VR,UI,3D,2D,VFX,MODELLING,MULTIPLAYER,GRAPHIC,AI,MATH,GIT,PHYSICS,ALGORITHM,DEVOPS,PHOTOSHOP,XBOX,PLAYSTATION,PC,MOBILE,WINDOWS,MACOS,LINUX
Video Games,CI Games,Lead Unreal Gameplay Programmer,Programmer,Remote,Warsaw,Poland,Negotiable,27th June 2022,https://aswift.com/jobs/lead-unreal-gameplay-programmer-remote-warsaw-pl/,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Riyo Games,Senior Programmer,Programmer,Remote,Toronto,Canada,Negotiable,24th June 2022,https://aswift.com/jobs/senior-programmer-21/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Riyo Games,Senior Community Manager,Manager,Remote,Toronto,Canada,Negotiable,24th June 2022,https://aswift.com/jobs/senior-community-manager-remote-options-toronto-ca/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Full Fat,Lead 3D Artist,Artist,On-Site,Warwick,United Kingdom,Negotiable,23rd June 2022,https://aswift.com/jobs/lead-3d-artist-remote-warwick-uk/,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Supermassive Games,Senior Cinematic Animator,Animator,On-Site,Guildford,United Kingdom,Negotiable,23rd June 2022,https://aswift.com/jobs/senior-cinematic-animator-hybrid-options-guildford-uk/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,YAGER,Lead UI / UX Designer,Designer,On-Site,Berlin,Germany,Negotiable,22nd June 2022,https://aswift.com/jobs/lead-ui-designer-berlin-de/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,YAGER,Lead Producer,Producer,On-Site,Berlin,Germany,Negotiable,22nd June 2022,https://aswift.com/jobs/lead-producer-the-cycle-berlin-de/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,YAGER,Lead Producer,Producer,On-Site,Berlin,Germany,Negotiable,22nd June 2022,https://aswift.com/jobs/lead-producer-berlin-de-3/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build A Rocket Boy,Art Director,Director,On-Site,Edinburgh,United Kingdom,Negotiable,21st June 2022,https://aswift.com/jobs/art-director-remote-options-edinburgh-uk/,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Playerstate,Tech Lead,Lead,Remote,London,United Kingdom,Negotiable,21st June 2022,https://aswift.com/jobs/tech-lead-remote-options-london-uk/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Video Games,AAA Studio,Rendering Software Engineer,Engineer,Remote,Madrid,Spain,Negotiable,20th June 2022,https://aswift.com/jobs/rendering-software-engineer-remote-options-madrid-es/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Invincibles Studio Ltd,General Software Developer,Developer,On-Site,Preston,United Kingdom,Negotiable,20th June 2022,https://aswift.com/jobs/general-software-developer-location-options-preston-uk/,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,YAGER Developments,Senior Producer,Producer,On-Site,Berlin,Germany,Negotiable,16th June 2022,https://aswift.com/jobs/senior-producer-maps-team-berlin-de/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Riyo Games,Lead 3D Environment Artist,Artist,Remote,Toronto,Canada,Negotiable,16th June 2022,https://aswift.com/jobs/lead-3d-environment-artist-remote-options-toronto-ca/,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Smilegate,Lead Engine Programmer,Programmer,On-Site,Barcelona,Spain,Negotiable,13th June 2022,https://aswift.com/jobs/lead-engine-programmer-barcelona-es-3/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Black Shamrock,Lead Character Artist,Artist,Remote,Dublin,Ireland,Negotiable,13th June 2022,https://aswift.com/jobs/lead-character-artist-remote-options-dublin-ie/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Video Games,22cans,Senior Technical Environment Artist,Artist,On-Site,Guildford,United Kingdom,Negotiable,13th June 2022,https://aswift.com/jobs/senior-technical-environment-artist-guildford-uk/,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Remote,Animator,Animator,On-Site,Midlands,United Kingdom,Negotiable,8th June 2022,https://aswift.com/jobs/animator-18-month-contract-midlands-uk/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Black Forest Games,Technical Director,Director,On-Site,Offenburg,Germany,Negotiable,8th June 2022,https://aswift.com/jobs/technical-director-offenburg-de/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Video Games,Build a Rocket Boy,Senior Programmer,Programmer,Remote,Edinburgh,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/senior-programmer-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Video Games,Outplay Entertainment,Senior Producer,Producer,Remote,Dundee,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/senior-producer-remote-options-dundee-uk-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Stainless Games,Senior Producer,Producer,Remote,Isle of Wight,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/senior-producer-remote-options-isle-of-wight-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Stainless Games,Producer,Producer,Remote,Isle of Wight,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/producer-remote-options-isle-of-wight-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Nequionox,Technical Director,Director,On-Site,Manchester,United Kingdom,Negotiable,31st May 2022,https://aswift.com/jobs/technical-director-manchester-uk-5/,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Video Games,Quell,Senior Gameplay Engineer,Engineer,Remote,London,United Kingdom,Negotiable,31st May 2022,https://aswift.com/jobs/senior-gameplay-engineer-remote-options-london-uk/,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Black Shamrock,Senior Animator,Animator,On-Site,Dublin,Ireland,Negotiable,31st May 2022,https://aswift.com/jobs/senior-animator-dublin-ie/,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,d3t,VFX Artist,Artist,On-Site,Runcorn,United Kingdom,Negotiable,31st May 2022,https://aswift.com/jobs/vfx-artist-runcorn-uk/,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Video Games,Nequinox,Senior Engine Tools Programmer,Programmer,On-Site,Manchester,United Kingdom,Negotiable,31st May 2022,https://aswift.com/jobs/senior-engine-tools-programmer-manchester-uk/,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
Video Games,Playerstate,Product Manager,Manager,Remote,London,United Kingdom,Negotiable,30th May 2022,https://aswift.com/jobs/product-manager-remote-options-london-uk/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,CI Games,Head of Product Marketing,Head,Remote,London,United Kingdom,"£70,000-£75,000",26th May 2022,https://aswift.com/jobs/head-of-product-marketing-remote-london-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,10 Chambers,Technical Animator,Animator,On-Site,Stockholm,Sweden,Negotiable,26th May 2022,https://aswift.com/jobs/technical-animator-stockholm-se-2/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,PortalOne,Technical Animator,Animator,On-Site,Oslo,Norway,Negotiable,26th May 2022,https://aswift.com/jobs/technical-animator-oslo-no/,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Flying Wild Hog,Engine Programmer,Programmer,On-Site,Krakow,Poland,Negotiable,24th May 2022,https://aswift.com/jobs/engine-programmer-krakow-pl/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build A Rocket Boy,Lead Animation Programmer,Programmer,Remote,Edinburgh,United Kingdom,Negotiable,24th May 2022,https://aswift.com/jobs/lead-animation-programmer-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Video Games,Playerstate,Business Development Manager,Manager,Hybrid,London,United Kingdom,Negotiable,24th May 2022,https://aswift.com/jobs/business-development-manager-hybrid-options-london-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,PortalOne,3D Environment Artist,Artist,On-Site,Oslo,Norway,Negotiable,19th May 2022,https://aswift.com/jobs/3d-environment-artist-oslo-no/,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Video Games,PortalOne,VFX Artist,Artist,On-Site,Oslo,Norway,Negotiable,19th May 2022,https://aswift.com/jobs/vfx-artist-oslo-no/,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Video Games,PortalOne,Concept Artist,Artist,On-Site,Oslo,Norway,Negotiable,19th May 2022,https://aswift.com/jobs/concept-artist-oslo-no/,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,PortalOne,3D Character Artist,Artist,On-Site,Oslo,Norway,Negotiable,19th May 2022,https://aswift.com/jobs/3d-character-artist-oslo-no/,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Video Games,Koch Media,Art Director,Director,On-Site,Munich,Germany,Negotiable,19th May 2022,https://aswift.com/jobs/art-director-fully-remote-munich-de/,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Outerdawn,Technical Artist,Artist,On-Site,Auckland,New Zealand,Negotiable,19th May 2022,https://aswift.com/jobs/technical-artist-auckland-nz/,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Outerdawn,3D Game Art Generalist,Generalist,On-Site,Auckland,New Zealand,Negotiable,19th May 2022,https://aswift.com/jobs/3d-game-art-generalist-auckland-nz/,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Outerdawn,Senior Programmer,Programmer,On-Site,Auckland,New Zealand,Negotiable,12th May 2022,https://aswift.com/jobs/senior-programmer-auckland-nz/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Outerdawn,Lead Programmer,Programmer,On-Site,Auckland,New Zealand,Negotiable,12th May 2022,https://aswift.com/jobs/lead-programmer-auckland-nz/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,505 Games,Senior Producer,Producer,Hybrid,Milton Keynes,United Kingdom,Negotiable,11th May 2022,https://aswift.com/jobs/senior-producer-hybrid-milton-keynes-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,505 Games,Producer,Producer,Hybrid,Milton Keynes,United Kingdom,Negotiable,11th May 2022,https://aswift.com/jobs/producer-hybrid-options-milton-keynes-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Yallaplay,Lead Mobile Producer,Producer,Remote,Dubai,United Arab Emirates,Negotiable,11th May 2022,https://aswift.com/jobs/lead-mobile-producer-remote-abu-dhabi-ae/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,King,Shared Tech Java Developer,Developer,Remote,Barcelona,Spain,Negotiable,10th May 2022,https://aswift.com/jobs/shared-tech-java-developer-remote-options-barcelona-es/,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Stellar Entertainment,Senior Technical Artist,Artist,Hybrid,Guildford,United Kingdom,Negotiable,10th May 2022,https://aswift.com/jobs/senior-technical-artist-hybrid-options-guildford-uk/,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Firesprite,Senior Narrative Designer,Designer,Remote,Liverpool,United Kingdom,Negotiable,10th May 2022,https://aswift.com/jobs/senior-narrative-designer-remote-options-liverpool-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Deep Silver Dambuster Studios,Producer,Producer,On-Site,Unidefined,United Kingdom,Negotiable,9th May 2022,https://aswift.com/jobs/producer-nottingham-uk-4/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Deep Silver Dambuster Studios,Project Manager,Manager,On-Site,Nottingham,United Kingdom,Negotiable,9th May 2022,https://aswift.com/jobs/project-manager-nottingham-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Build a Rocket Boy,Senior UI Programmer,Programmer,Remote,Unidefined,United Kingdom,Negotiable,9th May 2022,https://aswift.com/jobs/senior-ui-programmer-remote-options-edinburgh-uk-2/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Video Games,Supermassive Games,Production Director,Director,On-Site,Guildford,United Kingdom,Negotiable,5th May 2022,https://aswift.com/jobs/production-director-guildford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Pixaera,Senior Game Programmer,Programmer,On-Site,Berlin,Germany,Negotiable,5th May 2022,https://aswift.com/jobs/unreal-gameplay-programmer-remote-berlin-de/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Outplay Entertainment,Executive Producer,Producer,Remote,Dundee,United Kingdom,Negotiable,4th May 2022,https://aswift.com/jobs/executive-producer-hybrid-options-dundee-uk-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Unidefined,Senior GAAS Producer,Producer,Remote,Seattle,United States,Negotiable,3rd May 2022,https://aswift.com/jobs/senior-gaas-producer-us-remote-seattle-us/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,IO Interactive,Senior Producer,Producer,On-Site,Copenhagen,Denmark,Negotiable,3rd May 2022,https://aswift.com/jobs/senior-producer-location-options-copenhagen-dk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Gala Games,Senior Game Engineer,Engineer,Remote,San Francisco,United States,Negotiable,29th April 2022,https://aswift.com/jobs/mid-to-senior-game-engineer-global-remote-san-francisco-us/,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Video Games,Deep Silver FISH LABS,Senior Graphics Programmer,Programmer,On-Site,Hamburg,Germany,Negotiable,29th April 2022,https://aswift.com/jobs/senior-graphics-programmer-hamburg-de/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Video Games,Supermassive Games,Multiplayer Game Designer,Designer,On-Site,Guildford,United Kingdom,Negotiable,28th April 2022,https://aswift.com/jobs/multiplayer-game-designer-guildford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Supermassive Games,Level Designer,Designer,On-Site,Guildford,United Kingdom,Negotiable,26th April 2022,https://aswift.com/jobs/level-designer-guildford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Supermassive Games,Game Designer,Designer,On-Site,Guildford,United Kingdom,Negotiable,26th April 2022,https://aswift.com/jobs/game-designer-guildford-uk-4/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Sumo Digital,Lead Audio Designer,Designer,Remote,Sheffield,United Kingdom,Negotiable,26th April 2022,https://aswift.com/jobs/lead-audio-designer-remote-options-sheffield-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Gameloft,Senior Mobile Game Designer,Designer,On-Site,Budapest,Hungary,Negotiable,26th April 2022,https://aswift.com/jobs/senior-mobile-game-designer-budapest-hu/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,metricminds,Senior Animator,Animator,On-Site,Frankfurt,Germany,Negotiable,26th April 2022,https://aswift.com/jobs/senior-animator-remote-options-frankfurt-de/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Metricminds,Senior Cinematic Scene Artist,Artist,Remote,Frankfurt,Germany,Negotiable,25th April 2022,https://aswift.com/jobs/senior-cinematic-scene-artist-remote-options-frankfurt-de/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Metricminds,Cinematic Scene Artist,Artist,Remote,Unidefined,Frankfurt,Negotiable,25th April 2022,https://aswift.com/jobs/cinematic-scene-artist-remote-options-frankfurt-de/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Snowed In Studios,Senior Generalist programmer,Programmer,On-Site,Ottawa,Canada,Negotiable,25th April 2022,https://aswift.com/jobs/senior-generalist-programmer-ottawa-ca/,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Video Games,The Sandbox,Senior Unity Developer,Developer,Remote,St Julians,Malta,Negotiable,25th April 2022,https://aswift.com/jobs/senior-unity-developer-fully-remote-st-julians-mt-3/,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Video Games,10 Chambers,Lead Programmer,Programmer,On-Site,Stockholm,Sweden,Negotiable,22nd April 2022,https://aswift.com/jobs/lead-programmer-stockholm-se-3/,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Ballistic Moon,Animator,Animator,On-Site,Farnborough,United Kingdom,Negotiable,19th April 2022,https://aswift.com/jobs/animator-farnborough-uk/,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Starbreeze,Senior VFX Artist,Artist,On-Site,Stockholm,Sweden,Negotiable,14th April 2022,https://aswift.com/jobs/senior-vfx-artist-stockholm-se-3/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Starbreeze,Senior Lighting Artist,Artist,On-Site,Stockholm,Sweden,Negotiable,14th April 2022,https://aswift.com/jobs/senior-lighting-artist-stockholm-se/,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Airship Images,Senior Character Artist,Artist,On-Site,Lytham St Annes,United Kingdom,Negotiable,13th April 2022,https://aswift.com/jobs/senior-character-artist-lytham-uk/,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Supermassive,Senior Audio Designer,Designer,On-Site,Guildford,United Kingdom,Negotiable,13th April 2022,https://aswift.com/jobs/senior-audio-designer-guildford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Splash Damage,Lead Concept Artist,Artist,On-Site,Bromley,United Kingdom,Negotiable,12th April 2022,https://aswift.com/jobs/lead-concept-artist-bromley-uk/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
