,Category,Company_Name,Job_Title,Job_Mode,City,Country,Salary,Posted_on,Job_url,JAVA,JAVASCRIPT,PYTHON,C++,C#,DESIGNER,AUTOMATION,ARTIST,ANIMATION,TESTING,LEADERSHIP,LIGHTING,MAYA,3DS,BLENDER,UNITY,RPG,HOUDINI,ZBRUSH,SUBSTANCE,SQL,MONGODB,NOSQL,S3,DYNAMODB,CASCADE,NIAGRA,SHURIKEN,POPCORNFX,FUMEFX,UE4,UNREAL,CRYENGINE,AAA,GODOT,XBOX,PLAYSTATION,PC,MOBILE,WINDOWS,MACOS,LINUX,GAMEPLAY,PIPELINE,ARCHITECTURE,VR,UI,3D,2D,PASSION,METAGAME,VFX,MODELLING,MULTIPLAYER,GRAPHIC,AI,MATH,GIT,PHYSICS,ALGORITHM,DEVOPS,PHOTOSHOP,TRELLO,CONFLUENCE,BASECAMP,RENDERDOC,PIX,RAZOR
120,Video Games,Rebellion North,Senior Programmer,On-Site,Leeds,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/senior-programmer-leeds-uk-3/,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,Video Games,Magnopus,Lead Artist,On-Site,St. Albans,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/lead-artist-remote-options-st-albans-uk/,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Video Games,Sumo Sheffield,Lead Technical Animator,On-Site,Sheffield,United Kingdom,Negotiable,27th July 2022,https://aswift.com/jobs/lead-technical-animator-remote-options-sheffield-uk/,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,Video Games,Legou Games,Senior 3D Character Artist,On-Site,Paris,France,Negotiable,27th July 2022,https://aswift.com/jobs/senior-3d-character-artist-hybrid-options-paris-fr/,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Video Games,Lava Labs,Unity Developer,On-Site,Nottingham,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/unity-developer-nottingham-uk/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Video Games,Outplay Entertainment,Senior Video Marketing Artist,Remote,Dundee,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/senior-marketing-artist-remote-options-dundee-uk/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
126,Video Games,Ballistic Moon,Systems Software Engineer,Remote,Farnborough,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/systems-software-engineer-remote-options-farnborough-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Software,Procreate,Senior Graphics Engineer,On-Site,Hobart,Australia,Negotiable,26th July 2022,https://aswift.com/jobs/senior-graphics-engineer-remote-options-hobart-au/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Software,Procreate,Senior Software Engineer,On-Site,Hobart,Australia,Negotiable,26th July 2022,https://aswift.com/jobs/senior-software-engineer-remote-options-hobart-au/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Video Games,Rebellion,Senior Build Engineer,Hybrid,Oxford,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/senior-build-engineer-hybrid-options-oxford-uk/,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Video Games,PaperSeven,Programmer,Remote,Brighton,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/programmer-remote-brighton-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
131,Video Games,Variable State,Animator,Remote,London,United Kingdom,Negotiable,21st July 2022,https://aswift.com/jobs/animator-remote-london-uk/,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Video Games,Klang,Senior Animator,On-Site,Berlin,Germany,"£60,000-£67,000",21st July 2022,https://aswift.com/jobs/senior-animator-remote-options-berlin-de/,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Video Games,Whatboy Games,Senior Network Programmer,Remote,London,United Kingdom,Negotiable,19th July 2022,https://aswift.com/jobs/senior-network-programmer-remote-options-london-uk/,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Video Games,Deep Silver FISH LABS,All Levels UI Programmers,Remote,Hamburg,Germany,Negotiable,19th July 2022,https://aswift.com/jobs/all-levels-ui-programmers-remote-options-hamburg-de/,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Video Games,Build A Rocket Boy,Lead Graphics Programmer,Remote,Edinburgh,United Kingdom,Negotiable,19th July 2022,https://aswift.com/jobs/lead-graphics-programmer-remote-options-edinburgh-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
136,Video Games,Stainless Games,Unreal Gameplay Programmers,Hybrid,Isle of Wight,United Kingdom,Negotiable,19th July 2022,https://aswift.com/jobs/unreal-gameplay-programmers-hybrid-options-isle-of-wight-uk/,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
137,Video Games,Legou Games,Lead 3D Environment Artist,On-Site,Paris,France,Negotiable,12th July 2022,https://aswift.com/jobs/lead-3d-environment-artist-hybrid-options-paris-fr/,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Video Games,3Squared,Cloud Architect,On-Site,Sheffield,United Kingdom,Negotiable,7th July 2022,https://aswift.com/jobs/cloud-architect-sheffield-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Video Games,CI Games,Lead AI Programmer,Remote,Warsaw,Poland,Negotiable,7th July 2022,https://aswift.com/jobs/lead-ai-programmer-remote-warsaw-pl/,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Video Games,Build a Rocket Boy,Senior Core Systems Programmer,Remote,Edinburgh,United Kingdom,Negotiable,7th July 2022,https://aswift.com/jobs/senior-core-systems-programmer-remote-options-edinburgh-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141,Video Games,10 Chambers,Backend Programmer,On-Site,Stockholm,Sweden,Negotiable,6th July 2022,https://aswift.com/jobs/backend-programmer-stockholm-se/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Video Games,Toadman Interactive,Senior Animator,On-Site,Stockholm,Sweden,Negotiable,5th July 2022,https://aswift.com/jobs/senior-animator-stockholm-se-3/,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Video Games,Supermassive Games,Technical Animator,On-Site,Guildford,United Kingdom,Negotiable,5th July 2022,https://aswift.com/jobs/technical-animator-guildford-uk-3/,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,Video Games,nDreams,Sales Analyst,Hybrid,Farnborough,United Kingdom,Negotiable,5th July 2022,https://aswift.com/jobs/sales-analyst-hybrid-options-farnborough-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Video Games,Legou Games,Lead 3D Character Artist,On-Site,Paris,France,"£710,000-£96,000",5th July 2022,https://aswift.com/jobs/lead-3d-character-artist-hybrid-options-paris-fr/,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Video Games,Splash Damage,Studio Development Director,On-Site,London,United Kingdom,Negotiable,4th July 2022,https://aswift.com/jobs/studio-development-director-london-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,Video Games,Tag Games,Senior Backend Engineer,Remote,Dundee,United Kingdom,Negotiable,1st July 2022,https://aswift.com/jobs/senior-backend-engineer-remote-options-dundee-uk/,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,Video Games,Smilegate,Senior Concept Artist,On-Site,Barcelona,Spain,Negotiable,1st July 2022,https://aswift.com/jobs/senior-concept-artist-barcelona-es/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,Recruitment,Aardvark Swift,Talent Sourcing Team Lead,On-Site,Rotherham,United Kingdom,"£30,000-£35,000",1st July 2022,https://aswift.com/jobs/talent-sourcing-team-lead-rotherham-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Recruitment,Aardvark Swift,Talent Acquisition Manager,On-Site,Rotherham,United Kingdom,"£30,000-£35,000",1st July 2022,https://aswift.com/jobs/talent-acquisition-manager-rotherham-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Video Games,Invincibles Studio,Backend programmer,On-Site,Preston,United Kingdom,Negotiable,30th June 2022,https://aswift.com/jobs/backend-programmer-location-options-preston-uk/,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,Video Games,Koch Media,Senior Technical Project Manager,Remote,Munich,Germany,Negotiable,29th June 2022,https://aswift.com/jobs/senior-technical-project-manager-remote-munich-de-2/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Video Games,Vertigo Games,Lead Artist,On-Site,Amsterdam,Netherlands,Negotiable,29th June 2022,https://aswift.com/jobs/lead-artist-amsterdam-nl-2/,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,Video Games,Koch Media,Senior Technical Project Manager,Remote,Munich,Germany,Negotiable,29th June 2022,https://aswift.com/jobs/senior-technical-project-manager-remote-munich-de/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Video Games,Vertigo Games,Outsourcing Producer,On-Site,Amsterdam,Netherlands,Negotiable,29th June 2022,https://aswift.com/jobs/outsourcing-producer-amsterdam-nl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Video Games,CI Games,Lead Unreal Gameplay Programmer,Remote,Warsaw,Poland,Negotiable,27th June 2022,https://aswift.com/jobs/lead-unreal-gameplay-programmer-remote-warsaw-pl/,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Video Games,Build A Rocket Boy,Senior AI Programmer,Remote,Edinburgh,United Kingdom,Negotiable,27th June 2022,https://aswift.com/jobs/senior-ai-programmer-remote-options-edinburgh-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
158,Video Games,Riyo Games,Senior Programmer,Remote,Toronto,Canada,Negotiable,24th June 2022,https://aswift.com/jobs/senior-programmer-21/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Video Games,Riyo Games,Senior Community Manager,Remote,Toronto,Canada,Negotiable,24th June 2022,https://aswift.com/jobs/senior-community-manager-remote-options-toronto-ca/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Video Games,Full Fat,Lead 3D Artist,On-Site,Warwick,United Kingdom,Negotiable,23rd June 2022,https://aswift.com/jobs/lead-3d-artist-remote-warwick-uk/,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Video Games,Supermassive Games,Senior Cinematic Animator,On-Site,Guildford,United Kingdom,Negotiable,23rd June 2022,https://aswift.com/jobs/senior-cinematic-animator-hybrid-options-guildford-uk/,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Video Games,YAGER,Lead UI / UX Designer,On-Site,Berlin,Germany,Negotiable,22nd June 2022,https://aswift.com/jobs/lead-ui-designer-berlin-de/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Video Games,YAGER,Lead Producer,On-Site,Berlin,Germany,Negotiable,22nd June 2022,https://aswift.com/jobs/lead-producer-the-cycle-berlin-de/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Video Games,YAGER,Lead Producer,On-Site,Berlin,Germany,Negotiable,22nd June 2022,https://aswift.com/jobs/lead-producer-berlin-de-3/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Video Games,Build A Rocket Boy,Art Director,On-Site,Edinburgh,United Kingdom,Negotiable,21st June 2022,https://aswift.com/jobs/art-director-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,Video Games,Playerstate,Tech Lead,Remote,London,United Kingdom,Negotiable,21st June 2022,https://aswift.com/jobs/tech-lead-remote-options-london-uk/,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,Video Games,AAA Studio,Rendering Software Engineer,Remote,Madrid,Spain,Negotiable,20th June 2022,https://aswift.com/jobs/rendering-software-engineer-remote-options-madrid-es/,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
168,Video Games,Invincibles Studio Ltd,General Software Developer,On-Site,Preston,United Kingdom,Negotiable,20th June 2022,https://aswift.com/jobs/general-software-developer-location-options-preston-uk/,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Video Games,YAGER Developments,Senior Producer,On-Site,Berlin,Germany,Negotiable,16th June 2022,https://aswift.com/jobs/senior-producer-maps-team-berlin-de/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Video Games,Riyo Games,Lead 3D Environment Artist,Remote,Toronto,Canada,Negotiable,16th June 2022,https://aswift.com/jobs/lead-3d-environment-artist-remote-options-toronto-ca/,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171,Video Games,Smilegate,Lead Engine Programmer,On-Site,Barcelona,Spain,Negotiable,13th June 2022,https://aswift.com/jobs/lead-engine-programmer-barcelona-es-3/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Video Games,Black Shamrock,Lead Character Artist,Remote,Dublin,Ireland,Negotiable,13th June 2022,https://aswift.com/jobs/lead-character-artist-remote-options-dublin-ie/,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,Video Games,22cans,Senior Technical Environment Artist,On-Site,Guildford,United Kingdom,Negotiable,13th June 2022,https://aswift.com/jobs/senior-technical-environment-artist-guildford-uk/,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174,Video Games,Blackbird Interactive,Senior Producer,Remote,Vancouver,Canada,Negotiable,9th June 2022,https://aswift.com/jobs/senior-producer-remote-options-vancouver-ca/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Video Games,Riyo Games,Art Director,Remote,Toronto,Canada,Negotiable,9th June 2022,https://aswift.com/jobs/art-director-remote-options-toronto-ca/,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
176,Video Games,Remote,Animator,On-Site,Midlands,United Kingdom,Negotiable,8th June 2022,https://aswift.com/jobs/animator-18-month-contract-midlands-uk/,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Video Games,Black Forest Games,Technical Director,On-Site,Offenburg,Germany,Negotiable,8th June 2022,https://aswift.com/jobs/technical-director-offenburg-de/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
178,Video Games,Build a Rocket Boy,Senior Programmer,Remote,Edinburgh,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/senior-programmer-remote-options-edinburgh-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
179,Video Games,Outplay Entertainment,Producer,Remote,Dundee,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/producer-remote-options-dundee-uk-2/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Video Games,Outplay Entertainment,Senior Producer,Remote,Dundee,United Kingdom,Negotiable,7th June 2022,https://aswift.com/jobs/senior-producer-remote-options-dundee-uk-2/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
